Gender,Age,Under30,SeniorCitizen,Married,NumberofDependents,Latitude,Longitude,Population,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore
Male,53,No,No,Yes,3,39.495768,-121.747472,74,3,72,,No,0.0,No,DSL,53,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,48.9,3527.0,34.44,0,0.0,3492.56,3
Female,44,No,No,No,0,33.982787,-117.057627,7334,0,18,Offer D,Yes,18.2,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,391.7,0.0,0,327.6,719.3,3
Male,19,Yes,No,No,2,33.62251,-117.927024,22133,0,19,Offer D,No,0.0,No,DSL,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,25.35,566.1,0.0,0,0.0,566.1,4
Female,22,Yes,No,Yes,0,34.17847,-118.459472,23646,0,1,,Yes,35.6,No,DSL,58,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.2,55.2,0.0,0,35.6,90.8,2
Female,42,No,No,Yes,3,38.736685,-121.251984,25173,5,62,Offer B,Yes,13.25,Yes,Fiber Optic,57,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.8,6840.95,0.0,0,821.5,7662.45,4
Female,60,No,No,No,0,33.643095,-117.810896,41062,0,26,Offer C,Yes,25.66,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,2599.95,0.0,0,667.16,3267.11,3
Female,48,No,No,No,0,34.965648,-117.001509,31293,0,50,,No,0.0,No,DSL,6,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,1932.75,0.0,0,0.0,1932.75,3
Male,30,No,No,No,0,33.830453,-118.384565,34191,0,40,Offer B,Yes,32.27,No,Fiber Optic,69,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,89.6,3488.15,0.0,0,1290.8,4778.95,4
Female,55,No,No,Yes,0,38.00474,-122.663717,548,7,21,,Yes,11.27,No,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,80.9,1714.95,0.0,60,236.67,2011.62,4
Male,56,No,No,Yes,2,34.182378,-118.262922,9864,4,72,,Yes,27.88,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.4,7767.25,0.0,30,2007.36,9804.61,4
Female,74,No,Yes,No,0,36.497895,-119.285484,5519,0,31,,Yes,39.36,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3
Female,38,No,No,No,0,32.774046,-117.142454,11650,0,9,,Yes,15.62,No,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.15,416.45,0.0,0,140.58,557.03,1
Female,47,No,No,No,0,33.940884,-118.128628,40152,0,48,,Yes,29.54,No,Fiber Optic,29,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,95.5,4627.85,0.0,0,1417.92,6045.77,2
Male,80,No,Yes,Yes,0,37.449551,-122.183762,39062,2,7,,Yes,21.37,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,533.05,0.0,0,149.59,682.64,4
Female,30,No,No,No,0,37.734971,-120.954271,16525,0,2,,Yes,26.87,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,143.35,0.0,0,53.74,197.09,1
Female,69,No,Yes,No,0,38.688764,-121.457596,14010,0,56,,Yes,46.67,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,5219.65,0.0,0,2613.52,7833.17,3
Female,41,No,No,No,0,33.141265,-116.967221,48690,0,62,Offer B,Yes,32.58,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,6413.65,0.0,0,2019.96,8433.61,3
Female,35,No,No,Yes,3,39.342587,-121.249833,1519,1,60,Offer B,Yes,48.04,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.15,5811.8,0.0,0,2882.4,8694.2,4
Male,26,Yes,No,Yes,3,36.414216,-121.360597,13003,1,57,,Yes,4.18,No,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.55,5598.0,0.0,0,238.26,5836.26,4
Female,53,No,No,Yes,2,33.739415,-116.968339,29687,5,3,,Yes,10.13,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,54.7,0.0,0,30.39,85.09,4
Female,69,No,Yes,Yes,0,33.323705,-116.626907,1205,9,64,,Yes,3.76,No,Fiber Optic,11,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,97.0,6430.9,0.0,0,240.64,6671.54,3
Female,42,No,No,No,0,34.050322,-118.147037,33280,0,29,,Yes,14.46,No,DSL,25,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,58.0,1734.5,0.0,0,419.34,2153.84,3
Female,31,No,No,Yes,0,32.89325,-117.087091,29283,10,64,,Yes,19.22,No,Fiber Optic,21,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,96.9,6314.35,13.37,0,1230.08,7531.06,3
Male,24,Yes,No,Yes,0,33.734933,-117.044145,25694,5,64,,Yes,32.93,Yes,DSL,26,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70.15,4480.7,0.0,0,2107.52,6588.22,4
Male,40,No,No,Yes,0,34.234912,-118.153729,20200,3,69,Offer A,Yes,30.86,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1363.45,0.0,0,2129.34,3492.79,5
Female,52,No,No,Yes,3,33.940619,-117.9513,67354,10,67,Offer A,Yes,3.04,Yes,Fiber Optic,30,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.25,6689.0,0.0,0,203.68,6892.68,3
Female,33,No,No,No,0,34.711224,-114.702256,5488,0,38,Offer C,Yes,41.63,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,741.5,0.0,0,1581.94,2323.44,5
Male,76,No,Yes,No,0,38.121601,-120.133915,1278,0,67,,Yes,38.85,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,101.4,6841.05,0.0,0,2602.95,9444.0,4
Male,46,No,No,No,0,37.736535,-122.45732,20643,0,3,Offer E,No,0.0,No,Cable,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,79.45,0.0,0,0.0,79.45,1
Female,46,No,No,No,1,34.95703,-117.73045,2241,0,9,,Yes,42.1,No,Fiber Optic,16,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.0,870.25,0.0,0,378.9,1249.15,3
Male,26,Yes,No,No,0,38.071327,-120.632221,4264,0,4,,Yes,22.54,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,93.4,0.0,0,90.16,183.56,5
Male,24,Yes,No,Yes,0,36.587497,-121.944815,4602,0,59,Offer B,Yes,6.91,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55,5084.65,0.0,0,407.69,5492.34,3
Female,49,No,No,No,0,35.38381,-119.730885,302,0,29,Offer C,Yes,27.75,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.6,2933.2,0.0,0,804.75,3737.95,1
Female,54,No,No,Yes,3,33.174725,-116.743329,1143,3,5,,Yes,47.06,No,Cable,52,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.4,232.55,0.0,10,235.3,477.85,4
Female,66,No,Yes,No,0,38.154823,-121.601358,2010,0,72,,Yes,31.31,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.4,7748.75,0.0,0,2254.32,10003.07,4
Male,55,No,No,Yes,3,34.200175,-118.540958,68018,3,71,Offer A,Yes,25.02,Yes,Fiber Optic,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,0.0,0,1776.42,9181.92,3
Male,56,No,No,No,0,34.031441,-117.936436,84965,0,1,,Yes,5.59,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0.0,0,5.59,101.04,1
Male,22,Yes,No,No,0,36.554618,-121.922239,2966,0,72,,Yes,48.36,Yes,DSL,71,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,86.05,6309.65,0.0,20,3481.92,9811.57,4
Male,62,No,No,No,0,36.545353,-119.338535,306,0,56,Offer B,Yes,10.99,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.6,5581.05,0.0,0,615.44,6196.49,3
Male,43,No,No,Yes,0,35.666886,-119.186717,10781,6,37,,Yes,9.26,Yes,DSL,28,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.25,2911.8,0.0,0,342.62,3254.42,3
Male,32,No,No,No,2,34.43987,-118.644609,24977,0,61,Offer B,Yes,15.02,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,1124.2,0.0,0,916.22,2040.42,4
Female,35,No,No,No,0,34.11572,-118.192754,64672,0,7,Offer E,Yes,18.99,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,552.95,0.0,0,132.93,685.88,2
Female,79,No,Yes,Yes,0,33.537646,-116.291089,3873,1,50,Offer B,Yes,37.12,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.05,4367.35,0.0,100,1856.0,6323.35,3
Male,69,No,Yes,Yes,0,34.084747,-117.886844,17554,2,38,Offer C,No,0.0,No,Cable,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.85,955.75,0.0,0,0.0,955.75,3
Female,59,No,No,Yes,1,33.762759,-116.324817,19702,9,43,Offer B,Yes,28.03,Yes,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.45,993.15,41.33,0,1205.29,2157.11,4
Male,48,No,No,Yes,3,35.120833,-120.61843,13106,1,71,Offer A,Yes,15.71,Yes,DSL,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,0.0,100,1115.41,7502.71,3
Female,60,No,No,No,0,40.243494,-121.154733,2664,0,6,,Yes,47.46,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,109.2,0.0,0,284.76,393.96,3
Female,52,No,No,Yes,0,34.146957,-118.432138,29387,1,68,Offer A,Yes,7.87,Yes,Fiber Optic,4,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.7,5711.05,0.0,0,535.16,6246.21,3
Female,62,No,No,No,0,38.660442,-121.346321,20993,0,41,,Yes,12.42,No,Cable,12,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,50.05,2029.05,0.0,0,509.22,2538.27,5
Male,21,Yes,No,Yes,0,33.001813,-117.263628,12173,5,67,Offer A,Yes,2.12,No,Cable,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.85,4627.65,0.0,0,142.04,4769.69,3
Male,80,No,Yes,Yes,0,37.410236,-121.320337,15536,7,10,,Yes,25.13,No,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,75.3,720.45,0.0,0,251.3,971.75,4
Male,34,No,No,Yes,0,37.921034,-122.341798,39089,2,38,Offer C,Yes,32.11,Yes,DSL,16,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,69.0,2669.45,0.0,0,1220.18,3889.63,4
Female,34,No,No,No,0,37.449537,-121.994813,2147,0,2,Offer E,No,0.0,No,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.5,46.4,0.0,0,0.0,46.4,4
Female,30,No,No,Yes,2,33.956445,-118.358634,37527,1,16,Offer D,Yes,49.85,Yes,Fiber Optic,69,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,1267.95,0.0,0,797.6,2065.55,4
Female,49,No,No,No,0,41.949216,-122.050062,1162,0,1,Offer E,Yes,16.15,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0.0,0,16.15,110.0,3
Male,26,Yes,No,Yes,2,37.750822,-121.238423,19867,9,18,Offer D,No,0.0,No,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.55,467.85,0.0,0,0.0,467.85,3
Male,65,No,Yes,No,0,33.705836,-117.318204,4546,0,1,Offer E,Yes,28.46,No,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0,28.46,100.11,2
Male,26,Yes,No,Yes,0,32.85723,-117.209774,34902,5,4,Offer E,Yes,28.77,Yes,Fiber Optic,19,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,3
Male,32,No,No,Yes,0,34.178483,-118.431791,40376,8,1,,Yes,44.69,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,20.2,0.0,0,44.69,64.89,5
Male,49,No,No,No,0,34.508417,-116.856103,5256,0,40,,Yes,36.98,No,DSL,21,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,61.9,2647.1,0.0,0,1479.2,4126.3,4
Female,27,Yes,No,No,0,34.156629,-119.117218,77791,0,62,,Yes,23.88,Yes,Fiber Optic,47,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92.05,5755.8,14.21,0,1480.56,7222.15,3
Male,44,No,No,Yes,1,36.635661,-120.288644,1130,9,38,Offer C,Yes,33.1,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.05,963.95,0.0,0,1257.8,2221.75,3
Female,39,No,No,Yes,2,40.586588,-122.903677,960,5,64,Offer B,Yes,26.7,No,Cable,17,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,65.8,4068.0,27.79,20,1708.8,5769.01,3
Male,69,No,Yes,No,0,32.636792,-117.054989,74025,0,51,,Yes,4.14,No,Fiber Optic,21,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,4905.75,0.0,0,211.14,5116.89,4
Male,51,No,No,No,0,33.4725,-117.584273,15297,0,11,,Yes,1.01,No,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,760.05,0.0,0,11.11,771.16,5
Male,21,Yes,No,Yes,3,38.69549,-121.307864,41636,4,59,Offer B,Yes,42.37,No,Cable,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,86.75,5186.0,0.0,150,2499.83,7835.83,3
Female,30,No,No,No,0,33.897253,-117.792202,39458,0,3,Offer E,Yes,40.67,No,Fiber Optic,58,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0.0,0,122.01,339.56,3
Male,35,No,No,No,0,34.026334,-118.474222,19975,0,5,Offer E,No,0.0,No,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.3,100.2,0.0,0,0.0,100.2,3
Male,64,No,No,Yes,0,34.085807,-118.206617,38415,7,56,,Yes,32.93,Yes,,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.45,1431.65,0.0,0,1844.08,3275.73,3
Male,71,No,Yes,No,0,38.140719,-121.838298,138,0,35,,Yes,20.83,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.05,3395.8,0.0,120,729.05,4244.85,1
Male,33,No,No,No,0,38.123544,-121.159078,45755,0,3,Offer E,Yes,49.4,No,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35,262.05,0.0,0,148.2,410.25,2
Female,51,No,No,No,0,37.556634,-122.317723,23393,0,6,,Yes,19.74,Yes,Fiber Optic,27,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,434.5,0.0,0,118.44,552.94,1
Male,74,No,Yes,Yes,0,37.375156,-121.795867,60620,1,16,Offer D,Yes,26.12,No,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,1
Male,59,No,No,No,0,38.105733,-122.186338,51665,0,21,Offer D,Yes,34.39,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,417.7,0.0,0,722.19,1139.89,3
Male,36,No,No,Yes,0,34.441398,-119.513163,17409,7,61,Offer B,Yes,27.88,Yes,DSL,5,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.8,4914.8,0.0,70,1700.68,6685.48,5
Male,21,Yes,No,No,0,34.631362,-120.238218,4644,0,46,Offer B,Yes,37.75,Yes,Fiber Optic,73,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.15,4245.55,0.0,0,1736.5,5982.05,3
Male,40,No,No,No,3,32.774046,-117.142454,11650,0,50,Offer B,No,0.0,No,DSL,76,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,43.05,2208.05,0.0,0,0.0,2208.05,3
Female,38,No,No,No,0,36.413433,-118.854708,2318,0,20,,Yes,38.74,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,403.15,0.0,0,774.8,1177.95,3
Male,74,No,Yes,Yes,0,38.147852,-120.440124,4353,1,41,Offer B,Yes,45.84,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,0.0,0,1879.44,5152.99,1
Male,37,No,No,No,0,33.964131,-118.272783,58198,0,2,,Yes,10.47,No,DSL,21,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.85,108.15,0.0,0,20.94,129.09,1
Female,33,No,No,Yes,0,37.848641,-122.515692,11213,1,3,,Yes,31.61,Yes,Fiber Optic,20,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,91.5,242.95,0.0,10,94.83,347.78,3
Female,41,No,No,Yes,3,34.19225,-118.776874,14814,9,51,,Yes,27.23,Yes,Fiber Optic,75,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4539.35,0.0,0,1388.73,5928.08,3
Male,69,No,Yes,Yes,0,37.990574,-120.261821,1519,1,70,,Yes,17.45,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1
Male,63,No,No,No,0,33.822295,-118.26411,55486,0,1,Offer E,Yes,14.12,No,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65,0.0,0,14.12,59.77,1
Female,22,Yes,No,No,0,34.050322,-118.147037,33280,0,21,Offer D,Yes,6.12,No,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,0.0,0,128.52,2084.92,3
Male,48,No,No,Yes,0,39.225634,-121.156163,1601,8,54,,Yes,14.18,No,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0.0,0,765.72,4957.17,4
Male,23,Yes,No,Yes,2,37.885629,-122.46858,13065,8,69,Offer A,Yes,26.44,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,1403.1,0.0,0,1824.36,3227.46,4
Female,59,No,No,No,2,33.079834,-117.134275,17944,0,19,Offer D,Yes,4.03,No,Cable,26,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,48.8,953.65,0.0,0,76.57,1030.22,3
Male,38,No,No,Yes,0,34.029043,-118.239504,3012,8,72,,Yes,16.5,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0.0,130,1188.0,8664.2,4
Male,52,No,No,No,0,40.677649,-122.29467,41476,0,72,Offer A,Yes,3.43,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1434.1,0.0,0,246.96,1681.06,5
Female,74,No,Yes,Yes,0,38.749466,-121.184196,20675,0,36,Offer C,Yes,11.32,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91.95,3301.05,17.76,0,407.52,3690.81,5
Male,41,No,No,No,0,32.89325,-117.087091,29283,0,17,,Yes,49.71,Yes,Fiber Optic,4,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,86.75,1410.25,0.0,0,845.07,2255.32,5
Male,62,No,No,Yes,0,36.696759,-119.024051,571,1,8,Offer E,Yes,39.59,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.65,659.45,0.0,70,316.72,1046.17,4
Female,26,Yes,No,Yes,1,34.196837,-118.142236,36243,5,20,,Yes,36.6,Yes,Fiber Optic,51,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,82.4,1592.35,33.43,0,732.0,2290.92,1
Female,38,No,No,No,0,33.830431,-118.074071,14852,0,54,,Yes,41.83,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0.0,0,2258.82,7699.72,1
Male,46,No,No,Yes,0,33.833181,-118.292062,17058,4,50,Offer B,Yes,10.33,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,0.0,0,516.5,3130.6,4
Male,20,Yes,No,No,0,32.787836,-117.232376,46086,0,20,Offer D,Yes,5.54,Yes,Fiber Optic,59,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,0.0,0,110.8,1872.25,1
Female,59,No,No,Yes,0,34.102084,-118.451629,10470,10,41,,No,0.0,No,Cable,17,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,35.45,1391.65,0.0,0,0.0,1391.65,4
Male,53,No,No,No,0,33.917145,-118.401554,16041,0,6,Offer E,Yes,16.58,No,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,94.5,575.45,0.0,10,99.48,684.93,2
Female,61,No,No,Yes,3,32.886925,-117.152162,74232,8,72,Offer A,Yes,17.21,No,Cable,53,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,74.35,5237.4,0.0,50,1239.12,6526.52,4
Male,57,No,No,Yes,3,40.274302,-124.210902,300,6,71,Offer A,Yes,31.33,Yes,Cable,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,6457.15,0.0,0,2224.43,8681.58,3
Male,19,Yes,No,No,0,33.947305,-118.439841,11264,0,18,Offer D,Yes,2.26,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.3,1537.9,0.0,0,40.68,1578.58,3
Male,30,No,No,No,0,33.889632,-118.39737,33758,0,9,Offer E,Yes,4.81,Yes,Fiber Optic,69,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,918.75,0.0,0,43.29,962.04,3
Male,37,No,No,No,0,35.176236,-120.483243,24499,0,1,Offer E,Yes,18.57,No,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,44.75,0.0,10,18.57,73.32,4
Male,31,No,No,No,0,32.787836,-117.232376,46086,0,1,Offer E,Yes,11.73,No,DSL,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.6,45.6,0.0,0,11.73,57.33,1
Male,27,Yes,No,Yes,0,37.497915,-122.267361,28098,1,50,Offer B,Yes,17.58,Yes,Fiber Optic,47,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,0.0,0,879.0,5793.9,4
Female,64,No,No,No,0,37.223,-119.001021,642,0,1,Offer E,Yes,10.71,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,10.71,30.96,2
Female,68,No,Yes,Yes,0,38.733908,-120.453416,8577,8,65,Offer B,Yes,15.3,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.4,7227.45,0.0,0,994.5,8221.95,3
Male,26,Yes,No,Yes,3,40.946785,-121.719489,4552,0,25,Offer C,Yes,11.79,No,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0.0,0,294.75,2493.8,3
Male,40,No,No,No,0,34.457541,-119.631072,12741,0,10,,Yes,17.4,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,176.3,0.0,0,174.0,350.3,5
Male,22,Yes,No,Yes,0,34.110444,-118.156957,23984,5,3,,No,0.0,No,DSL,41,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.9,92.25,0.0,0,0.0,92.25,3
Male,61,No,No,No,0,34.202494,-118.448048,51348,0,72,,Yes,46.1,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0.0,0,3319.2,9681.55,4
Female,50,No,No,No,0,39.279068,-120.414275,88,0,2,,Yes,39.62,Yes,Fiber Optic,7,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,193.6,0.0,0,79.24,272.84,1
Female,63,No,No,No,0,34.17847,-118.459472,23646,0,16,,Yes,40.95,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.35,295.55,0.0,0,655.2,950.75,5
